COD,REF,Regiao,Estado,Area_Estudo,Referencia,Longitude,Latitude,n_amostral,Especie,Nome comum,ID,Ano_Coleta,Forma_Coleta,Sexo,Maturidade,"Estagio
Desenvolvimento",Idade,Idade_Mean,Idade_Median,Idade_SD,Idade_Min,Idade_Max,Comp_cm,Comp_Mean,Comp_Median,Comp_SD,Comp_Min,Comp_Max,Peso_Kg,Tecido,Lipidios_%,Lipidios_Mean,Lipidios_Median,Lipidios_SD,Lipidios_Min,Lipidios_Max,∑PCBs_ng/g,∑PCBs_Mean,∑PCBs_Median,∑PCBs_SD,∑PCBs_Min,∑PCBs_Max,∑DDTs_ng/g,∑DDTs_Mean,∑DDTs_Median,∑DDTs_SD,∑DDTs_Min,∑DDTs_Max,Drins_ng/g,Drins_Mean,Drins_Median,Drins_SD,Drins_Min,Drins_Max,CHLs_ng/g,CHLs_Mean,CHLs_Median,CHLs_SD,CHLs_Min,CHLs_Max,Heptacloro_ng/g,Heptacloro_Mean,Heptacloro_Median,Heptacloro_SD,Heptacloro_Min,Heptacloro_Max,∑HCH_ng/g,∑HCH_Mean,∑HCH_Median,∑HCH_SD,∑HCH_Min,∑HCH_Max,HCB_ng/g,HCB_Mean,HCB_Median,HCB_SD,HCB_Min.,HCB_Max,Mirex_ng/g,Mirex_Mean,Mirex_Median,Mirex_SD,Mirex_Min,Mirex_Max,Obs
A294,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,4,Tursiops truncatus,Bottlenose dolphin,NA,2007/2012,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver,NA,9.98,NA,NA,NA,NA,NA,6734,NA,5806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A295,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 01,2007/2012,Captura incidental/encalhe,F,NA,Subadulto,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A296,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 02,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,11429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A297,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 03,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,23748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A298,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 04,2007/2012,Captura incidental/encalhe,F,NA,Subadulto,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,4199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A299,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 05,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,6280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A300,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 06,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A301,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,6,Stenella frontalis,Atlantic spotted dolphin,NA,2007/2012,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muscle,NA,6.08,NA,NA,NA,NA,NA,9030,NA,10094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A302,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 01,2007/2012,Captura incidental/encalhe,F,NA,Subadulto,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,8527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A303,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 02,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,15039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A304,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 03,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,29138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A305,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 04,2007/2012,Captura incidental/encalhe,F,NA,Subadulto,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,7568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A306,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 05,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,9364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A307,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,1,Stenella frontalis,Atlantic spotted dolphin,SF 06,2007/2012,Captura incidental/encalhe,M,NA,Subadulto,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,6091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A308,POP19,SE,RJ,Região dos Lagos - RJ,Lavandier et al. 2019,42.145097W,22.966442S,6,Stenella frontalis,Atlantic spotted dolphin,NA,2007/2012,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver,NA,8.67,NA,NA,NA,NA,NA,12621,NA,8651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A309,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES1,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,695.97,NA,NA,NA,NA,NA,293.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.97,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A310,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES2,2015,Crossbow,F,NA,Juvenil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,1267.7,NA,NA,NA,NA,NA,702.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88,NA,NA,NA,NA,NA,34.33,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A311,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES3,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,19336.72,NA,NA,NA,NA,NA,8385.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.32,NA,NA,NA,NA,NA,167.92,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A312,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES4,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,2310.94,NA,NA,NA,NA,NA,827.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,283.11,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A313,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES5,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,10051.08,NA,NA,NA,NA,NA,4146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,148.62,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A314,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES6,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,16369.67,NA,NA,NA,NA,NA,17267.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.99,NA,NA,NA,NA,NA,212.62,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A315,POP20,S,SC,Laguna - SC,Riguetti et al. 2019,48ºW,28ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,LES7,2016,Crossbow,F,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,14956.12,NA,NA,NA,NA,NA,5505.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04,NA,NA,NA,NA,NA,259.47,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A316,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE1,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,22962.99,NA,NA,NA,NA,NA,2568.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,567.55,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A317,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE2,2015,Crossbow,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,12051.95,NA,NA,NA,NA,NA,1694.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.59,NA,NA,NA,NA,NA,336.37,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A318,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE3,2015,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,41093.43,NA,NA,NA,NA,NA,5075.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.07,NA,NA,NA,NA,NA,295.05,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A319,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE4,2015,Crossbow,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,7836.07,NA,NA,NA,NA,NA,1053.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,240.58,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A320,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE5,2016,Crossbow,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,29827.26,NA,NA,NA,NA,NA,2077.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.91,NA,NA,NA,NA,NA,301.52,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A321,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE6,2016,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,30988.08,NA,NA,NA,NA,NA,3699.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.45,NA,NA,NA,NA,NA,561.55,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A322,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE7,2016,Crossbow,M,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,51491.59,NA,NA,NA,NA,NA,5259.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.34,NA,NA,NA,NA,NA,492.46,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A323,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE8,2016,Crossbow,F,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,5563.45,NA,NA,NA,NA,NA,99.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,76.36,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A324,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE9,2016,Crossbow,F,NA,Adulto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,7345.97,NA,NA,NA,NA,NA,316.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,135.44,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A325,POP20,S,RS,Lagoa dos Patos - RS,Riguetti et al. 2019,52ºW,32ºS,1,Tursiops truncatus gephyreus,Bottlenose dolphin,PLE10,2016,Crossbow,ND,NA,Juvenil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin/Blubber,NA,NA,NA,NA,NA,NA,5443.94,NA,NA,NA,NA,NA,435.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.72,NA,NA,NA,NA,NA,75.80,NA,NA,NA,NA,NA,Subsespécie da Tursiops truncatus
A326,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #1,2013/2019,Captura incidental/encalhe/Crossbow,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,31,NA,NA,NA,NA,NA,306500,NA,NA,NA,NA,NA,92700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,<10,NA,NA,NA,NA,NA,7200,NA,NA,NA,NA,NA,
A327,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #2,2013/2019,Captura incidental/encalhe/Crossbow,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,12,NA,NA,NA,NA,NA,647900,NA,NA,NA,NA,NA,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,<10,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,
A328,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #3,2013/2019,Captura incidental/encalhe/Crossbow,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,17,NA,NA,NA,NA,NA,158600,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,
A329,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #4,2013/2019,Captura incidental/encalhe/Crossbow,M,M,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,15,NA,NA,NA,NA,NA,393000,NA,NA,NA,NA,NA,108800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,5300,NA,NA,NA,NA,NA,
A330,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #5,2013/2019,Captura incidental/encalhe/Crossbow,M,I,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,10,NA,NA,NA,NA,NA,272500,NA,NA,NA,NA,NA,42500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,
A331,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #6,2013/2019,Captura incidental/encalhe/Crossbow,M,M,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,20,NA,NA,NA,NA,NA,237800,NA,NA,NA,NA,NA,44700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,
A332,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #7,2013/2019,Captura incidental/encalhe/Crossbow,M,I,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,22,NA,NA,NA,NA,NA,103300,NA,NA,NA,NA,NA,17400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,
A333,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #8,2013/2019,Captura incidental/encalhe/Crossbow,F,I,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,24,NA,NA,NA,NA,NA,171200,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,
A334,POP21,SE,RJ,Rio de Janeiro,Oliveira -Ferreira et al. 2021,43.206905W,23.013848S,1,Steno bredanensis,Rough-toothed dolphin,SB #9,2013/2019,Captura incidental/encalhe/Crossbow,M,I,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,36,NA,NA,NA,NA,NA,47400,NA,NA,NA,NA,NA,12800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,
