COD,REF,Regiao,Estado,Area_Estudo,Referencia,Longitude,Latitude,n_amostral,Especie,Nome comum,ID,Ano_Coleta,Forma_Coleta,Sexo,Maturidade,"Estagio
Desenvolvimento",Idade,Idade_Mean,Idade_Median,Idade_SD,Idade_Min,Idade_Max,Comp_cm,Comp_Mean,Comp_Median,Comp_SD,Comp_Min,Comp_Max,Peso_Kg,Tecido,Lipidios_%,Lipidios_Mean,Lipidios_Median,Lipidios_SD,Lipidios_Min,Lipidios_Max,∑PCBs_ng/g,∑PCBs_Mean,∑PCBs_Median,∑PCBs_SD,∑PCBs_Min,∑PCBs_Max,∑DDTs_ng/g,∑DDTs_Mean,∑DDTs_Median,∑DDTs_SD,∑DDTs_Min,∑DDTs_Max,Drins_ng/g,Drins_Mean,Drins_Median,Drins_SD,Drins_Min,Drins_Max,CHLs_ng/g,CHLs_Mean,CHLs_Median,CHLs_SD,CHLs_Min,CHLs_Max,Heptacloro_ng/g,Heptacloro_Mean,Heptacloro_Median,Heptacloro_SD,Heptacloro_Min,Heptacloro_Max,∑HCH_ng/g,∑HCH_Mean,∑HCH_Median,∑HCH_SD,∑HCH_Min,∑HCH_Max,HCB_ng/g,HCB_Mean,HCB_Median,HCB_SD,HCB_Min.,HCB_Max,Mirex_ng/g,Mirex_Mean,Mirex_Median,Mirex_SD,Mirex_Min,Mirex_Max,Obs
A80,POP06,SE,RJ,Baía de Sepetiba- Ilha Grande- RJ,Lailson-Brito et al. 2010,43.992016W,23.002391S,1,Sotalia guianensis,Guiana Dolphin,SgSIG#3,2003,Captura incidental ,M,M,NA,ND,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Blubber,10,NA,NA,NA,NA,NA,25482,NA,NA,NA,NA,NA,9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A81,POP06,SE,RJ,Baía de Sepetiba- Ilha Grande- RJ,Lailson-Brito et al. 2010,43.992016W,23.002391S,1,Sotalia guianensis,Guiana Dolphin,SgSIG#4,1997,Captura incidental ,F,I,NA,ND,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,Blubber,59,NA,NA,NA,NA,NA,24452,NA,NA,NA,NA,NA,34718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A82,POP06,SE,RJ,Baía de Sepetiba- Ilha Grande- RJ,Lailson-Brito et al. 2010,43.992016W,23.002391S,1,Sotalia guianensis,Guiana Dolphin,SgSIG#5,2000,Captura incidental ,F,M,NA,ND,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,Blubber,73,NA,NA,NA,NA,NA,1745,NA,NA,NA,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A83,POP06,SE,RJ,Baía de Sepetiba- Ilha Grande- RJ,Lailson-Brito et al. 2010,43.992016W,23.002391S,5,Sotalia guianensis,Guiana Dolphin,NA,1997/2005,Captura incidental ,NA,NA,NA,NA,12.5,12.5,0.7,12,13,NA,178,187,20,150,195,NA,Blubber,NA,49.4,59,26,10,73,NA,12294,7086,11748,1745,25482,NA,3863,2246,3886,652,9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15,28,13,78,NA,NA,NA,NA,NA,NA,
A84,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#1,1995,Captura incidental ,M,I,NA,1,NA,NA,NA,NA,NA,ND,NA,NA,NA,NA,NA,NA,Blubber,87,NA,NA,NA,NA,NA,765,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A85,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#2,1998,Captura incidental ,M,I,NA,1,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,Blubber,76,NA,NA,NA,NA,NA,1513,NA,NA,NA,NA,NA,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">0,43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A86,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#3,2000,Captura incidental ,M,I,NA,2,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,Blubber,96,NA,NA,NA,NA,NA,5113,NA,NA,NA,NA,NA,4286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A87,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#4,2002,Captura incidental ,M,I ,NA,3,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,Blubber,83,NA,NA,NA,NA,NA,2054,NA,NA,NA,NA,NA,6205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A88,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#5,1999,Captura incidental ,M,M,NA,6,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,Blubber,46,NA,NA,NA,NA,NA,4799,NA,NA,NA,NA,NA,4754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A89,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#6,1997,Captura incidental ,M,M,NA,7,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,Blubber,29,NA,NA,NA,NA,NA,4043,NA,NA,NA,NA,NA,9164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A90,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#7,2000,Captura incidental ,F,M,NA,8,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,67,NA,NA,NA,NA,NA,2320,NA,NA,NA,NA,NA,2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,">0,43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A91,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#8,2000,Captura incidental ,M,M,NA,10,NA,NA,NA,NA,NA,187.5,NA,NA,NA,NA,NA,NA,Blubber,42,NA,NA,NA,NA,NA,7030,NA,NA,NA,NA,NA,4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A92,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#9,2001,Captura incidental ,M,M,NA,13,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,Blubber,27,NA,NA,NA,NA,NA,12809,NA,NA,NA,NA,NA,14816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A93,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#10,1995,Captura incidental ,M,M,NA,13,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,Blubber,81,NA,NA,NA,NA,NA,3041,NA,NA,NA,NA,NA,4754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A94,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#11,2001,Captura incidental ,F,M,NA,20,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Blubber,34,NA,NA,NA,NA,NA,14333,NA,NA,NA,NA,NA,23555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A95,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#12,2002,Captura incidental ,M,M,NA,ND,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,11,NA,NA,NA,NA,NA,3623,NA,NA,NA,NA,NA,3474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A96,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#13,1999,Captura incidental ,M,M,NA,ND,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,Blubber,55,NA,NA,NA,NA,NA,6383,NA,NA,NA,NA,NA,5199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A97,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#14,2002,Captura incidental ,M,M,NA,ND,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Blubber,84,NA,NA,NA,NA,NA,1142,NA,NA,NA,NA,NA,2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A98,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,1,Sotalia guianensis,Guiana Dolphin,SgPR#15,2000,Captura incidental ,M,M,NA,ND,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Blubber,67,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A99,POP06,S,PR,Baía de Paranaguá- Paranaguá- PR,Lailson-Brito et al. 2010,48.392047W,25.483104S,15,Sotalia guianensis,Guiana Dolphin,NA,1995/2002,Captura incidental ,NA,NA,NA,NA,9.8,9.0,6.4,1,20,NA,179,183,15,147,198,NA,Blubber,NA,59,67,26.2,11,96,NA,4564,3332,3969,765,14333,NA,5757,4311,5841,980,23555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,23,40,"<4,4",40,NA,NA,NA,NA,NA,NA,
A100,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 010,1997/2003,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,Blubber,81.1,NA,NA,NA,NA,NA,6140,NA,NA,NA,NA,NA,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,
A101,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 024,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Blubber,87.6,NA,NA,NA,NA,NA,4540,NA,NA,NA,NA,NA,1380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,
A102,POP07,SE,SP,Guarujá- SP,Yogui et al. 2010,46.257902W,24.000807S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 031,1997/2003,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,Blubber,83.7,NA,NA,NA,NA,NA,1950,NA,NA,NA,NA,NA,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,
A103,POP07,SE,SP,Itanhaém- SP,Yogui et al. 2010,46.79230W,24.19855S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 027,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Blubber,82.5,NA,NA,NA,NA,NA,9710,NA,NA,NA,NA,NA,6890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,
A104,POP07,SE,SP,Litoral de São Paulo,Yogui et al. 2010,NA,NA,4,Pontoporia blainvillei,Franciscana Dolphin,NA,1997/2003,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,83.7,NA,2.8,NA,NA,NA,5590,NA,3240,1950,9710,NA,3080,NA,2650,1180,6890,NA,NA,NA,NA,NA,NA,NA,3,NA,3,<LD,7,NA,NA,NA,NA,NA,NA,NA,3,NA,3,<LD,7,NA,54,NA,38,22,108,NA,63,NA,25,46,100,
A105,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 011,1997/2003,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,Blubber,92.2,NA,NA,NA,NA,NA,3980,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,
A106,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 012,1997/2003,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,Blubber,89.5,NA,NA,NA,NA,NA,3630,NA,NA,NA,NA,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,
A107,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Pontoporia blainvillei,Franciscana Dolphin,BP 026,1997/2003,Captura incidental/encalhe,F,NA,Newbom,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,Blubber,77.6,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,
A108,POP07,SE,SP,Cananéia- SP,Yogui et al. 2010,47.929726W,25.053629S,1,Pontoporia blainvillei,Franciscana Dolphin,PA- 132,1997/2003,Captura incidental/encalhe,F,NA,Juvenil,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,Blubber,81.4,NA,NA,NA,NA,NA,1290,NA,NA,NA,NA,NA,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<LD,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,
A109,POP07,SE,SP,Litoral de São Paulo,Yogui et al. 2010,NA,NA,4,Pontoporia blainvillei,Franciscana Dolphin,NA,1997/2003,Captura incidental/encalhe,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,85.2,NA,6.8,NA,NA,NA,2350,NA,1720,484,3980,NA,1100,NA,840,304,2280,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,6,NA,NA,NA,NA,NA,NA,NA,<LD,NA,<LD,<LD,<LD,NA,13,NA,2,10,15,NA,41,NA,26,5,66,
A110,POP07,SE,SP,Santos- SP,Yogui et al. 2010,46.35486W,23.99745S,1,Stenella frontalis,Atlantic spotted dolphin,BP 29,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,Blubber,47.7,NA,NA,NA,NA,NA,19800,NA,NA,NA,NA,NA,35800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,NA,
A111,POP07,SE,SP,Santos- SP,Yogui et al. 2010,46.35486W,23.99745S,1,Stenella frontalis,Atlantic spotted dolphin,BP 030,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,Blubber,61.8,NA,NA,NA,NA,NA,18800,NA,NA,NA,NA,NA,27700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,
A112,POP07,SE,SP,LItoral de São Paulo,Yogui et al. 2010,NA,NA,2,Stenella frontalis,Atlantic spotted dolphin,NA,1997/2003,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,54.8,NA,10.0,NA,NA,NA,19300,NA,700,18800,19800,NA,31700,NA,5700,27700,35800,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,22,NA,2,20,23,NA,113,NA,7,108,118,NA,393,NA,8,388,399,
A113,POP07,SE,SP,Cananéia- SP,Yogui et al. 2010,47.929726W,25.053629S,1,Sotalia guianensis,Guiana dolphin,BP 033,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,196,196,NA,NA,NA,NA,NA,Blubber,68.6,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,NA,5870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,
A114,POP07,SE,SP,Praia Grande- SP,Yogui et al. 2010,46.430065W,24.024245S,1,Steno bredanensis,Rough-toothed dolphin,BP 025,1997/2003,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,263,263,NA,NA,NA,NA,NA,Blubber,70.2,NA,NA,NA,NA,NA,26800,NA,NA,NA,NA,NA,118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,
A115,POP07,SE,SP,Itanhaém- SP,Yogui et al. 2010,46.79230W,24.19855S,1,Tursiops truncatus,Bottlenose dolphin,QOM-001,1997/2003,Captura incidental/encalhe,M,NA,NA,NA,NA,NA,NA,NA,NA,163,163,NA,NA,NA,NA,NA,Blubber,73.6,NA,NA,NA,NA,NA,5910,NA,NA,NA,NA,NA,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,
A116,POP08,SE,SP,Praia Grande- Baixada Santista-SP,Alonso et al. 2010,46°20'W,23°55'S,1,Sotalia guianensis,Guiana dolphin,BP 69,2004,Captura incidental,F,I,NA,NA,NA,NA,NA,NA,NA,122,122,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
A117,POP08,SE,SP,Praia Grande- Baixada Santista-SP,Alonso et al. 2010,46°20'W,23°55'S,1,Sotalia guianensis,Guiana dolphin,BP 76,2004,Captura incidental ,M,I,NA,NA,NA,NA,NA,NA,NA,147,147,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
A118,POP08,SE,SP,Mongaguá-- Baixada Santista- SP,Alonso et al. 2010,46°20'W,23°55'S,1,Sotalia guianensis,Guiana dolphin,BP 105,2005,Captura incidental,M,M,NA,NA,NA,NA,NA,NA,NA,173,173,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
A119,POP08,SE,SP,Baixada Santista- SP,Alonso et al. 2010,46°20'W,23°55'S,3,Sotalia guianensis,Guiana Dolphin,NA,2004/05,Captura incidental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,173,NA,Blubber,NA,NA,NA,NA,20,59,NA,39690,NA,NA,27860,61340,NA,36980,NA,NA,24570,55910,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,110,490,NA,110,NA,NA,60,160,NA,90,NA,NA,30,210,NA,120,NA,NA,70,170,NA,760,NA,NA,240,1040,Heptacloro epoxi
A120,POP08,SE,SP,Ubatuba-SP,Alonso et al. 2010,45°08'W,22°53'S,1,Sotalia guianensis,Guiana Dolphin,BP 81,2004,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
A121,POP08,SE,SP,Ubatuba-SP,Alonso et al. 2010,45°08'W,22°53'S,1,Sotalia guianensis,Guiana Dolphin,BP 96,2005,Captura incidental,M,M,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
A122,POP08,SE,SP,Ubatuba-SP,Alonso et al. 2010,45°08'W,22°53'S,1,Sotalia guianensis,Guiana Dolphin,BP 97,2005,Captura incidental,M,M,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heptacloro epoxi
